"Year ","Crop ","Month ","City","State","Price"
"2022","Potato ","June","Hissar","Haryana ","1588"
"2022","Potato ","July","Hissar","Haryana ","1710"
"2022","Potato ","August","Hissar","Haryana ","1825"
"2022","Potato ","September","Hissar","Haryana ","1820"
"2022","Potato ","October","Hissar","Haryana ","1900"
"2022","Potato ","November","Hissar","Haryana ","1950"
"2022","Potato ","December","Hissar","Haryana ","1390"
"2022","Potato ","January","Karnal","Haryana ","668"
"2022","Potato ","February","Karnal","Haryana ","580"
"2022","Potato ","March","Karnal","Haryana ","605"
"2022","Potato ","April","Karnal","Haryana ","835"
"2022","Potato ","May","Karnal","Haryana ","958"
"2022","Potato ","June","Karnal","Haryana ","1002"
"2022","Potato ","July","Karnal","Haryana ","1358"
"2022","Potato ","August","Karnal","Haryana ","1343"
"2022","Potato ","September","Karnal","Haryana ","1254"
"2022","Potato ","October","Karnal","Haryana ","1370"
"2022","Potato ","November","Karnal","Haryana ","1378"
"2022","Potato ","December","Karnal","Haryana ","1070"
"2023","Potato ","January","Hyderabad","Telangana","2288"
"2023","Potato ","February","Hyderabad","Telangana","2100"
"2023","Potato ","March","Hyderabad","Telangana","2420"
"2023","Potato ","April","Hyderabad","Telangana","2250"
"2023","Potato ","May","Hyderabad","Telangana","2075"
"2023","Potato ","June","Hyderabad","Telangana","2260"
"2023","Potato ","July","Hyderabad","Telangana","2475"
"2023","Potato ","August","Hyderabad","Telangana","2325"
"2023","Potato ","September","Hyderabad","Telangana","1940"
"2023","Potato ","October","Hyderabad","Telangana","1975"
"2023","Potato ","November","Hyderabad","Telangana","1975"
"2023","Potato ","December","Hyderabad","Telangana","2100"
"2023","Potato ","January","Guwahati","Assam","1238"
"2023","Potato ","February","Guwahati","Assam","850"
"2023","Potato ","March","Guwahati","Assam","740"
"2023","Potato ","April","Guwahati","Assam","1225"
"2023","Potato ","May","Guwahati","Assam","1575"
"2023","Potato ","June","Guwahati","Assam","1445"
"2023","Potato ","July","Guwahati","Assam","1506"
"2023","Potato ","August","Guwahati","Assam","1488"
"2023","Potato ","September","Guwahati","Assam","1420"
"2023","Potato ","October","Guwahati","Assam","1400"
"2023","Potato ","November","Guwahati","Assam","1406"
"2023","Potato ","December","Guwahati","Assam","1380"
"2023","Potato ","January","Patna ","Bihar ","1168"
"2023","Potato ","February","Patna ","Bihar ","828"
"2023","Potato ","March","Patna ","Bihar ","812"
"2023","Potato ","April","Patna ","Bihar ","1043"
"2023","Potato ","May","Patna ","Bihar ","1228"
"2023","Potato ","June","Patna ","Bihar ","1338"
"2023","Potato ","July","Patna ","Bihar ","1365"
"2023","Potato ","August","Patna ","Bihar ","1418"
"2023","Potato ","September","Patna ","Bihar ","1390"
"2023","Potato ","October","Patna ","Bihar ","1220"
"2023","Potato ","November","Patna ","Bihar ","1265"
"2023","Potato ","December","Patna ","Bihar ","1120"
"2023","Potato ","January","Hissar","Haryana ","1050"
"2023","Potato ","February","Hissar","Haryana ","900"
"2023","Potato ","March","Hissar","Haryana ","710"
"2023","Potato ","April","Hissar","Haryana ","888"
"2023","Potato ","May","Hissar","Haryana ","1100"
"2023","Potato ","June","Hissar","Haryana ","1270"
"2023","Potato ","July","Hissar","Haryana ","1475"
"2023","Potato ","August","Hissar","Haryana ","1413"
"2023","Potato ","September","Hissar","Haryana ","1430"
"2023","Potato ","October","Hissar","Haryana ","1475"
"2023","Potato ","November","Hissar","Haryana ","1275"
"2023","Potato ","December","Hissar","Haryana ","930"
"2023","Potato ","January","Karnal","Haryana ","528"
"2023","Potato ","February","Karnal","Haryana ","385"
"2023","Potato ","March","Karnal","Haryana ","361"
"2023","Potato ","April","Karnal","Haryana ","568"
"2023","Potato ","May","Karnal","Haryana ","708"
"2023","Potato ","June","Karnal","Haryana ","830"
"2023","Potato ","July","Karnal","Haryana ","850"
"2023","Potato ","August","Karnal","Haryana ","850"
"2023","Potato ","September","Karnal","Haryana ","814"
"2023","Potato ","October","Karnal","Haryana ","758"
"2023","Potato ","November","Karnal","Haryana ","1006"
"2023","Potato ","December","Karnal","Haryana ","639"
"2022","Potato ","January","Shimla ","Himachalpradesh ","1475"
"2022","Potato ","February","Shimla ","Himachalpradesh ","1600"
"2022","Potato ","March","Shimla ","Himachalpradesh ","1600"
"2022","Potato ","April","Shimla ","Himachalpradesh ","1560"
"2022","Potato ","May","Shimla ","Himachalpradesh ","1925"
"2022","Potato ","June","Shimla ","Himachalpradesh ","2600"
"2022","Potato ","July","Shimla ","Himachalpradesh ","2460"
"2022","Potato ","August","Shimla ","Himachalpradesh ","2725"
"2022","Potato ","September","Shimla ","Himachalpradesh ","3100"
"2022","Potato ","October","Shimla ","Himachalpradesh ","2900"
"2022","Potato ","November","Shimla ","Himachalpradesh ","2750"
"2022","Potato ","December","Shimla ","Himachalpradesh ","1790"
"2022","Potato ","January","Bengaluru ","Karnataka ","2063"
"2022","Potato ","February","Bengaluru ","Karnataka ","2653"
"2022","Potato ","March","Bengaluru ","Karnataka ","1601"
"2022","Potato ","April","Bengaluru ","Karnataka ","1554"
"2022","Potato ","May","Bengaluru ","Karnataka ","1925"
"2022","Potato ","June","Bengaluru ","Karnataka ","2480"
"2022","Potato ","July","Bengaluru ","Karnataka ","2545"
"2022","Potato ","August","Bengaluru ","Karnataka ","2181"
"2022","Potato ","September","Bengaluru ","Karnataka ","2180"
"2022","Potato ","October","Bengaluru ","Karnataka ","2145"
"2022","Potato ","November","Bengaluru ","Karnataka ","2301"
"2022","Potato ","December","Bengaluru ","Karnataka ","2066"
"2022","Potato ","January","Mumbai ","Maharashtra ","1063"
"2022","Potato ","February","Mumbai ","Maharashtra ","1213"
"2022","Potato ","March","Mumbai ","Maharashtra ","1350"
"2022","Potato ","April","Mumbai ","Maharashtra ","1530"
"2022","Potato ","May","Mumbai ","Maharashtra ","1488"
"2022","Potato ","June","Mumbai ","Maharashtra ","1638"
"2022","Potato ","July","Mumbai ","Maharashtra ","1770"
"2022","Potato ","August","Mumbai ","Maharashtra ","1725"
"2022","Potato ","September","Mumbai ","Maharashtra ","1710"
"2022","Potato ","October","Mumbai ","Maharashtra ","1913"
"2022","Potato ","November","Mumbai ","Maharashtra ","1763"
"2022","Potato ","December","Mumbai ","Maharashtra ","1670"
"2022","Potato ","January","Nagpur ","Maharashtra ","975"
"2022","Potato ","February","Nagpur ","Maharashtra ","1138"
"2022","Potato ","March","Nagpur ","Maharashtra ","1138"
"2022","Potato ","April","Nagpur ","Maharashtra ","1250"
"2022","Potato ","May","Nagpur ","Maharashtra ","1550"
"2022","Potato ","June","Nagpur ","Maharashtra ","1688"
"2022","Potato ","July","Nagpur ","Maharashtra ","1750"
"2022","Potato ","August","Nagpur ","Maharashtra ","1725"
"2022","Potato ","September","Nagpur ","Maharashtra ","1730"
"2022","Potato ","October","Nagpur ","Maharashtra ","2063"
"2022","Potato ","November","Nagpur ","Maharashtra ","1838"
"2022","Potato ","December","Nagpur ","Maharashtra ","1680"
"2022","Potato ","January","Hoshiarpur","Punjab","706"
"2022","Potato ","February","Hoshiarpur","Punjab","688"
"2022","Potato ","March","Hoshiarpur","Punjab","900"
"2022","Potato ","April","Hoshiarpur","Punjab","880"
"2022","Potato ","May","Hoshiarpur","Punjab","1050"
"2022","Potato ","June","Hoshiarpur","Punjab","1300"
"2022","Potato ","July","Hoshiarpur","Punjab","1590"
"2022","Potato ","August","Hoshiarpur","Punjab","1400"
"2022","Potato ","September","Hoshiarpur","Punjab","1470"
"2022","Potato ","October","Hoshiarpur","Punjab","1538"
"2022","Potato ","November","Hoshiarpur","Punjab","1338"
"2022","Potato ","December","Hoshiarpur","Punjab","825"
"2023","Potato ","January","Shimla ","Himachalpradesh ","1400"
"2023","Potato ","February","Shimla ","Himachalpradesh ","1175"
"2023","Potato ","March","Shimla ","Himachalpradesh ","1300"
"2023","Potato ","April","Shimla ","Himachalpradesh ","1400"
"2023","Potato ","May","Shimla ","Himachalpradesh ","1400"
"2023","Potato ","June","Shimla ","Himachalpradesh ","1880"
"2023","Potato ","July","Shimla ","Himachalpradesh ","2400"
"2023","Potato ","August","Shimla ","Himachalpradesh ","2400"
"2023","Potato ","September","Shimla ","Himachalpradesh ","2320"
"2023","Potato ","October","Shimla ","Himachalpradesh ","2200"
"2023","Potato ","November","Shimla ","Himachalpradesh ","2200"
"2023","Potato ","December","Shimla ","Himachalpradesh ","1440"
"2023","Potato ","January","Bengaluru ","Karnataka ","2075"
"2023","Potato ","February","Bengaluru ","Karnataka ","1750"
"2023","Potato ","March","Bengaluru ","Karnataka ","1200"
"2023","Potato ","April","Bengaluru ","Karnataka ","1356"
"2023","Potato ","May","Bengaluru ","Karnataka ","1663"
"2023","Potato ","June","Bengaluru ","Karnataka ","1520"
"2023","Potato ","July","Bengaluru ","Karnataka ","1494"
"2023","Potato ","August","Bengaluru ","Karnataka ","1658"
"2023","Potato ","September","Bengaluru ","Karnataka ","1640"
"2023","Potato ","October","Bengaluru ","Karnataka ","1825"
"2023","Potato ","November","Bengaluru ","Karnataka ","1663"
"2023","Potato ","December","Bengaluru ","Karnataka ","1880"
"2023","Potato ","January","Mumbai ","Maharashtra ","1525"
"2023","Potato ","February","Mumbai ","Maharashtra ","1138"
"2023","Potato ","March","Mumbai ","Maharashtra ","1060"
"2023","Potato ","April","Mumbai ","Maharashtra ","1150"
"2023","Potato ","May","Mumbai ","Maharashtra ","1113"
"2023","Potato ","June","Mumbai ","Maharashtra ","1170"
"2023","Potato ","July","Mumbai ","Maharashtra ","1225"
"2023","Potato ","August","Mumbai ","Maharashtra ","1225"
"2023","Potato ","September","Mumbai ","Maharashtra ","1120"
"2023","Potato ","October","Mumbai ","Maharashtra ","1025"
"2023","Potato ","November","Mumbai ","Maharashtra ","1088"
"2023","Potato ","December","Mumbai ","Maharashtra ","1175"
"2023","Potato ","January","Nagpur ","Maharashtra ","1475"
"2023","Potato ","February","Nagpur ","Maharashtra ","1150"
"2023","Potato ","March","Nagpur ","Maharashtra ","870"
"2023","Potato ","April","Nagpur ","Maharashtra ","1138"
"2023","Potato ","May","Nagpur ","Maharashtra ","1150"
"2023","Potato ","June","Nagpur ","Maharashtra ","1275"
"2023","Potato ","July","Nagpur ","Maharashtra ","1475"
"2023","Potato ","August","Nagpur ","Maharashtra ","1350"
"2023","Potato ","September","Nagpur ","Maharashtra ","1350"
"2023","Potato ","October","Nagpur ","Maharashtra ","1350"
"2023","Potato ","November","Nagpur ","Maharashtra ","1225"
"2023","Potato ","December","Nagpur ","Maharashtra ","1269"
"2023","Potato ","January","Hoshiarpur","Punjab","544"
"2023","Potato ","February","Hoshiarpur","Punjab","569"
"2023","Potato ","March","Hoshiarpur","Punjab","567"
"2023","Potato ","April","Hoshiarpur","Punjab","525"
"2023","Potato ","May","Hoshiarpur","Punjab","688"
"2023","Potato ","June","Hoshiarpur","Punjab","720"
"2023","Potato ","July","Hoshiarpur","Punjab","763"
"2023","Potato ","August","Hoshiarpur","Punjab","900"
"2023","Potato ","September","Hoshiarpur","Punjab","920"
"2023","Potato ","October","Hoshiarpur","Punjab","975"
"2023","Potato ","November","Hoshiarpur","Punjab","925"
"2023","Potato ","December","Hoshiarpur","Punjab","660"
"2022","Onion","January","Cuddapah","Andhra Pradesh","3075"
"2022","Onion","February","Cuddapah","Andhra Pradesh","2800"
"2022","Onion","March","Cuddapah","Andhra Pradesh","2300"
"2022","Onion","April","Cuddapah","Andhra Pradesh","1910"
"2022","Onion","May","Cuddapah","Andhra Pradesh","1975"
"2022","Onion","June","Cuddapah","Andhra Pradesh","1713"
"2022","Onion","July","Cuddapah","Andhra Pradesh","1770"
"2022","Onion","August","Cuddapah","Andhra Pradesh","2113"
"2022","Onion","September","Cuddapah","Andhra Pradesh","2120"
"2022","Onion","October","Cuddapah","Andhra Pradesh","2200"
"2022","Onion","November","Cuddapah","Andhra Pradesh","2175"
"2022","Onion","December","Cuddapah","Andhra Pradesh","2230"
"2022","Onion","January","Hyderabad","Telangana","1888"
"2022","Onion","February","Hyderabad","Telangana","1863"
"2022","Onion","March","Hyderabad","Telangana","1725"
"2022","Onion","April","Hyderabad","Telangana","1080"
"2022","Onion","May","Hyderabad","Telangana","975"
"2022","Onion","June","Hyderabad","Telangana","1138"
"2022","Onion","July","Hyderabad","Telangana","1180"
"2022","Onion","August","Hyderabad","Telangana","1275"
"2022","Onion","September","Hyderabad","Telangana","1130"
"2022","Onion","October","Hyderabad","Telangana","1375"
"2022","Onion","November","Hyderabad","Telangana","1850"
"2022","Onion","December","Hyderabad","Telangana","1690"
"2022","Onion","January","Guwahati","Assam","3200"
"2022","Onion","February","Guwahati","Assam","3063"
"2022","Onion","March","Guwahati","Assam","2150"
"2022","Onion","April","Guwahati","Assam","1410"
"2022","Onion","May","Guwahati","Assam","1688"
"2022","Onion","June","Guwahati","Assam","1988"
"2022","Onion","July","Guwahati","Assam","2315"
"2022","Onion","August","Guwahati","Assam","2275"
"2022","Onion","September","Guwahati","Assam","2340"
"2022","Onion","October","Guwahati","Assam","2800"
"2022","Onion","November","Guwahati","Assam","2800"
"2022","Onion","December","Guwahati","Assam","1920"
"2022","Onion","January","Patna ","Bihar ","2780"
"2022","Onion","February","Patna ","Bihar ","2970"
"2022","Onion","March","Patna ","Bihar ","2813"
"2022","Onion","April","Patna ","Bihar ","1638"
"2022","Onion","May","Patna ","Bihar ","1308"
"2022","Onion","June","Patna ","Bihar ","1243"
"2022","Onion","July","Patna ","Bihar ","1612"
"2022","Onion","August","Patna ","Bihar ","1720"
"2022","Onion","September","Patna ","Bihar ","1750"
"2022","Onion","October","Patna ","Bihar ","1828"
"2022","Onion","November","Patna ","Bihar ","2183"
"2022","Onion","December","Patna ","Bihar ","1646"
"2022","Onion","January","Karnal","Haryana ","2166"
"2022","Onion","February","Karnal","Haryana ","2333"
"2022","Onion","March","Karnal","Haryana ","1644"
"2022","Onion","April","Karnal","Haryana ","1000"
"2022","Onion","May","Karnal","Haryana ","945"
"2022","Onion","June","Karnal","Haryana ","963"
"2022","Onion","July","Karnal","Haryana ","1320"
"2022","Onion","August","Karnal","Haryana ","1401"
"2022","Onion","September","Karnal","Haryana ","1268"
"2022","Onion","October","Karnal","Haryana ","1527"
"2022","Onion","November","Karnal","Haryana ","1606"
"2022","Onion","December","Karnal","Haryana ","1586"
"2022","Onion","January","Udhampur","Jammu & Kashmir","3000"
"2022","Onion","February","Udhampur","Jammu & Kashmir","3000"
"2022","Onion","March","Udhampur","Jammu & Kashmir","2450"
"2022","Onion","April","Udhampur","Jammu & Kashmir","1690"
"2022","Onion","May","Udhampur","Jammu & Kashmir","1625"
"2022","Onion","June","Udhampur","Jammu & Kashmir","1750"
"2022","Onion","July","Udhampur","Jammu & Kashmir","1890"
"2022","Onion","August","Udhampur","Jammu & Kashmir","1925"
"2022","Onion","September","Udhampur","Jammu & Kashmir","1870"
"2022","Onion","October","Udhampur","Jammu & Kashmir","2150"
"2022","Onion","November","Udhampur","Jammu & Kashmir","2700"
"2022","Onion","December","Udhampur","Jammu & Kashmir","2100"
"2022","Onion","January","Mysore","Karnataka ","2513"
"2022","Onion","February","Mysore","Karnataka ","2469"
"2022","Onion","March","Mysore","Karnataka ","1781"
"2022","Onion","April","Mysore","Karnataka ","1450"
"2022","Onion","May","Mysore","Karnataka ","1350"
"2022","Onion","June","Mysore","Karnataka ","1450"
"2022","Onion","July","Mysore","Karnataka ","1500"
"2022","Onion","August","Mysore","Karnataka ","1533"
"2022","Onion","September","Mysore","Karnataka ","1625"
"2022","Onion","October","Mysore","Karnataka ","1950"
"2022","Onion","November","Mysore","Karnataka ","2192"
"2022","Onion","December","Mysore","Karnataka ","1825"
"2022","Onion","January","Alleppey","Kerela","3950"
"2022","Onion","February","Alleppey","Kerela","4000"
"2022","Onion","March","Alleppey","Kerela","2825"
"2022","Onion","April","Alleppey","Kerela","2700"
"2022","Onion","May","Alleppey","Kerela","2500"
"2022","Onion","June","Alleppey","Kerela","2300"
"2022","Onion","July","Alleppey","Kerela","2200"
"2022","Onion","August","Alleppey","Kerela","2125"
"2022","Onion","September","Alleppey","Kerela","2040"
"2022","Onion","October","Alleppey","Kerela","2775"
"2022","Onion","November","Alleppey","Kerela","3375"
"2022","Onion","December","Alleppey","Kerela","2500"
"2022","Onion","January","Kozhikode","Kerela","3575"
"2022","Onion","February","Kozhikode","Kerela","3163"
"2022","Onion","March","Kozhikode","Kerela","2013"
"2022","Onion","April","Kozhikode","Kerela","1650"
"2022","Onion","May","Kozhikode","Kerela","1538"
"2022","Onion","June","Kozhikode","Kerela","1850"
"2022","Onion","July","Kozhikode","Kerela","1910"
"2022","Onion","August","Kozhikode","Kerela","1838"
"2022","Onion","September","Kozhikode","Kerela","1810"
"2022","Onion","October","Kozhikode","Kerela","2488"
"2022","Onion","November","Kozhikode","Kerela","2588"
"2022","Onion","December","Kozhikode","Kerela","1990"
"2022","Onion","January","Mumbai ","Maharashtra ","2563"
"2022","Onion","February","Mumbai ","Maharashtra ","2550"
"2022","Onion","March","Mumbai ","Maharashtra ","1488"
"2022","Onion","April","Mumbai ","Maharashtra ","1020"
"2022","Onion","May","Mumbai ","Maharashtra ","900"
"2022","Onion","June","Mumbai ","Maharashtra ","1150"
"2022","Onion","July","Mumbai ","Maharashtra ","1350"
"2022","Onion","August","Mumbai ","Maharashtra ","1225"
"2022","Onion","September","Mumbai ","Maharashtra ","1310"
"2022","Onion","October","Mumbai ","Maharashtra ","2013"
"2022","Onion","November","Mumbai ","Maharashtra ","2025"
"2022","Onion","December","Mumbai ","Maharashtra ","1500"
"2022","Onion","January","Chennai","Tamilnadu","3375"
"2022","Onion","February","Chennai","Tamilnadu","3225"
"2022","Onion","March","Chennai","Tamilnadu","2200"
"2022","Onion","April","Chennai","Tamilnadu","1760"
"2022","Onion","May","Chennai","Tamilnadu","1425"
"2022","Onion","June","Chennai","Tamilnadu","2125"
"2022","Onion","July","Chennai","Tamilnadu","2020"
"2022","Onion","August","Chennai","Tamilnadu","1900"
"2022","Onion","September","Chennai","Tamilnadu","2080"
"2022","Onion","October","Chennai","Tamilnadu","2775"
"2022","Onion","November","Chennai","Tamilnadu","3075"
"2022","Onion","December","Chennai","Tamilnadu","2460"
"2022","Onion","January","Dindigul","Tamilnadu","2500"
"2022","Onion","February","Dindigul","Tamilnadu","2000"
"2022","Onion","March","Dindigul","Tamilnadu","1900"
"2022","Onion","April","Dindigul","Tamilnadu","1500"
"2022","Onion","May","Dindigul","Tamilnadu","1500"
"2022","Onion","June","Dindigul","Tamilnadu","1500"
"2022","Onion","July","Dindigul","Tamilnadu","1680"
"2022","Onion","August","Dindigul","Tamilnadu","1800"
"2022","Onion","September","Dindigul","Tamilnadu","1840"
"2022","Onion","October","Dindigul","Tamilnadu","2200"
"2022","Onion","November","Dindigul","Tamilnadu","2475"
"2022","Onion","December","Dindigul","Tamilnadu","1940"
"2022","Onion","January","Kanpur","Uttarpradesh","1875"
"2022","Onion","February","Kanpur","Uttarpradesh","2075"
"2022","Onion","March","Kanpur","Uttarpradesh","2550"
"2022","Onion","April","Kanpur","Uttarpradesh","1909"
"2022","Onion","May","Kanpur","Uttarpradesh","1289"
"2022","Onion","June","Kanpur","Uttarpradesh","1189"
"2022","Onion","July","Kanpur","Uttarpradesh","1389"
"2022","Onion","August","Kanpur","Uttarpradesh","1510"
"2022","Onion","September","Kanpur","Uttarpradesh","1357"
"2022","Onion","October","Kanpur","Uttarpradesh","1375"
"2022","Onion","November","Kanpur","Uttarpradesh","1663"
"2022","Onion","December","Kanpur","Uttarpradesh","1460"
"2022","Onion","January","Lucknow","Uttarpradesh","2094"
"2022","Onion","February","Lucknow","Uttarpradesh","2388"
"2022","Onion","March","Lucknow","Uttarpradesh","2850"
"2022","Onion","April","Lucknow","Uttarpradesh","1970"
"2022","Onion","May","Lucknow","Uttarpradesh","1438"
"2022","Onion","June","Lucknow","Uttarpradesh","1241"
"2022","Onion","July","Lucknow","Uttarpradesh","1408"
"2022","Onion","August","Lucknow","Uttarpradesh","1475"
"2022","Onion","September","Lucknow","Uttarpradesh","1510"
"2022","Onion","October","Lucknow","Uttarpradesh","1496"
"2022","Onion","November","Lucknow","Uttarpradesh","1708"
"2022","Onion","December","Lucknow","Uttarpradesh","1326"
"2022","Onion","January","Kolkata","West Bengal","2925"
"2022","Onion","February","Kolkata","West Bengal","3013"
"2022","Onion","March","Kolkata","West Bengal","1919"
"2022","Onion","April","Kolkata","West Bengal","1095"
"2022","Onion","May","Kolkata","West Bengal","988"
"2022","Onion","June","Kolkata","West Bengal","1591"
"2022","Onion","July","Kolkata","West Bengal","1645"
"2022","Onion","August","Kolkata","West Bengal","1781"
"2022","Onion","September","Kolkata","West Bengal","1615"
"2022","Onion","October","Kolkata","West Bengal","2391"
"2022","Onion","November","Kolkata","West Bengal","2181"
"2022","Onion","December","Kolkata","West Bengal","1890"
"2023","Onion","January","Cuddapah","Andhra Pradesh","2100"
"2023","Onion","February","Cuddapah","Andhra Pradesh","2005"
"2023","Onion","March","Cuddapah","Andhra Pradesh","1717"
"2023","Onion","April","Cuddapah","Andhra Pradesh","1838"
"2023","Onion","May","Cuddapah","Andhra Pradesh","1936"
"2023","Onion","June","Cuddapah","Andhra Pradesh","1980"
"2023","Onion","July","Cuddapah","Andhra Pradesh","2263"
"2023","Onion","August","Cuddapah","Andhra Pradesh","2600"
"2023","Onion","September","Cuddapah","Andhra Pradesh","3100"
"2023","Onion","October","Cuddapah","Andhra Pradesh","3463"
"2023","Onion","November","Cuddapah","Andhra Pradesh","4125"
"2023","Onion","December","Cuddapah","Andhra Pradesh","3570"
"2023","Onion","January","Hyderabad","Telangana","1775"
"2023","Onion","February","Hyderabad","Telangana","1513"
"2023","Onion","March","Hyderabad","Telangana","1320"
"2023","Onion","April","Hyderabad","Telangana","1163"
"2023","Onion","May","Hyderabad","Telangana","1213"
"2023","Onion","June","Hyderabad","Telangana","1520"
"2023","Onion","July","Hyderabad","Telangana","1663"
"2023","Onion","August","Hyderabad","Telangana","1988"
"2023","Onion","September","Hyderabad","Telangana","2600"
"2023","Onion","October","Hyderabad","Telangana","3425"
"2023","Onion","November","Hyderabad","Telangana","4725"
"2023","Onion","December","Hyderabad","Telangana","3660"
"2023","Onion","January","Guwahati","Assam","2175"
"2023","Onion","February","Guwahati","Assam","1975"
"2023","Onion","March","Guwahati","Assam","1420"
"2023","Onion","April","Guwahati","Assam","1325"
"2023","Onion","May","Guwahati","Assam","1700"
"2023","Onion","June","Guwahati","Assam","1930"
"2023","Onion","July","Guwahati","Assam","2325"
"2023","Onion","August","Guwahati","Assam","2838"
"2023","Onion","September","Guwahati","Assam","2895"
"2023","Onion","October","Guwahati","Assam","3550"
"2023","Onion","November","Guwahati","Assam","5025"
"2023","Onion","December","Guwahati","Assam","4220"
"2023","Onion","January","Patna ","Bihar ","1603"
"2023","Onion","February","Patna ","Bihar ","1450"
"2023","Onion","March","Patna ","Bihar ","1218"
"2023","Onion","April","Patna ","Bihar ","1065"
"2023","Onion","May","Patna ","Bihar ","1200"
"2023","Onion","June","Patna ","Bihar ","1298"
"2023","Onion","July","Patna ","Bihar ","1558"
"2023","Onion","August","Patna ","Bihar ","2115"
"2023","Onion","September","Patna ","Bihar ","2662"
"2023","Onion","October","Patna ","Bihar ","3075"
"2023","Onion","November","Patna ","Bihar ","4670"
"2023","Onion","December","Patna ","Bihar ","3410"
"2023","Onion","January","Karnal","Haryana ","1663"
"2023","Onion","February","Karnal","Haryana ","1166"
"2023","Onion","March","Karnal","Haryana ","840"
"2023","Onion","April","Karnal","Haryana ","906"
"2023","Onion","May","Karnal","Haryana ","798"
"2023","Onion","June","Karnal","Haryana ","865"
"2023","Onion","July","Karnal","Haryana ","1363"
"2023","Onion","August","Karnal","Haryana ","1572"
"2023","Onion","September","Karnal","Haryana ","1715"
"2023","Onion","October","Karnal","Haryana ","2117"
"2023","Onion","November","Karnal","Haryana ","3694"
"2023","Onion","December","Karnal","Haryana ","2455"
"2023","Onion","January","Udhampur","Jammu & Kashmir","2200"
"2023","Onion","February","Udhampur","Jammu & Kashmir","1750"
"2023","Onion","March","Udhampur","Jammu & Kashmir","1620"
"2023","Onion","April","Udhampur","Jammu & Kashmir","1650"
"2023","Onion","May","Udhampur","Jammu & Kashmir","1800"
"2023","Onion","June","Udhampur","Jammu & Kashmir","1740"
"2023","Onion","July","Udhampur","Jammu & Kashmir","2200"
"2023","Onion","August","Udhampur","Jammu & Kashmir","2475"
"2023","Onion","September","Udhampur","Jammu & Kashmir","3040"
"2023","Onion","October","Udhampur","Jammu & Kashmir","3875"
"2023","Onion","November","Udhampur","Jammu & Kashmir",""
"2023","Onion","December","Udhampur","Jammu & Kashmir",""
"2023","Onion","January","Mysore","Karnataka ","1955"
"2023","Onion","February","Mysore","Karnataka ","1500"
"2023","Onion","March","Mysore","Karnataka ","1188"
"2023","Onion","April","Mysore","Karnataka ","1075"
"2023","Onion","May","Mysore","Karnataka ","925"
"2023","Onion","June","Mysore","Karnataka ","970"
"2023","Onion","July","Mysore","Karnataka ","1500"
"2023","Onion","August","Mysore","Karnataka ","1688"
"2023","Onion","September","Mysore","Karnataka ","2225"
"2023","Onion","October","Mysore","Karnataka ","2267"
"2023","Onion","November","Mysore","Karnataka ","4430"
"2023","Onion","December","Mysore","Karnataka ","3370"
"2023","Onion","January","Alleppey","Kerela","2500"
"2023","Onion","February","Alleppey","Kerela","1950"
"2023","Onion","March","Alleppey","Kerela","1940"
"2023","Onion","April","Alleppey","Kerela","1875"
"2023","Onion","May","Alleppey","Kerela","1900"
"2023","Onion","June","Alleppey","Kerela","2040"
"2023","Onion","July","Alleppey","Kerela","2325"
"2023","Onion","August","Alleppey","Kerela","2750"
"2023","Onion","September","Alleppey","Kerela","3160"
"2023","Onion","October","Alleppey","Kerela","4200"
"2023","Onion","November","Alleppey","Kerela","5625"
"2023","Onion","December","Alleppey","Kerela","4940"
"2023","Onion","January","Kozhikode","Kerela","2113"
"2023","Onion","February","Kozhikode","Kerela","1575"
"2023","Onion","March","Kozhikode","Kerela","1450"
"2023","Onion","April","Kozhikode","Kerela","1388"
"2023","Onion","May","Kozhikode","Kerela","1400"
"2023","Onion","June","Kozhikode","Kerela","1520"
"2023","Onion","July","Kozhikode","Kerela","1950"
"2023","Onion","August","Kozhikode","Kerela","2550"
"2023","Onion","September","Kozhikode","Kerela","2640"
"2023","Onion","October","Kozhikode","Kerela","3913"
"2023","Onion","November","Kozhikode","Kerela","4825"
"2023","Onion","December","Kozhikode","Kerela","4060"
"2023","Onion","January","Mumbai ","Maharashtra ","1675"
"2023","Onion","February","Mumbai ","Maharashtra ","1063"
"2023","Onion","March","Mumbai ","Maharashtra ","1000"
"2023","Onion","April","Mumbai ","Maharashtra ","825"
"2023","Onion","May","Mumbai ","Maharashtra ","775"
"2023","Onion","June","Mumbai ","Maharashtra ","1090"
"2023","Onion","July","Mumbai ","Maharashtra ","1350"
"2023","Onion","August","Mumbai ","Maharashtra ","1563"
"2023","Onion","September","Mumbai ","Maharashtra ","1690"
"2023","Onion","October","Mumbai ","Maharashtra ","2136"
"2023","Onion","November","Mumbai ","Maharashtra ","3525"
"2023","Onion","December","Mumbai ","Maharashtra ","2825"
"2023","Onion","January","Chennai","Tamilnadu","2375"
"2023","Onion","February","Chennai","Tamilnadu","1675"
"2023","Onion","March","Chennai","Tamilnadu","1620"
"2023","Onion","April","Chennai","Tamilnadu","1500"
"2023","Onion","May","Chennai","Tamilnadu","1650"
"2023","Onion","June","Chennai","Tamilnadu","2020"
"2023","Onion","July","Chennai","Tamilnadu","2000"
"2023","Onion","August","Chennai","Tamilnadu","2525"
"2023","Onion","September","Chennai","Tamilnadu","2940"
"2023","Onion","October","Chennai","Tamilnadu","3975"
